BGC_features	SMILES
['PF00067.25', 'PF12902.10', 'PF01613.21', 'PF04820.17', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF08242.15', 'PF13847.9', 'PF05175.17', 'PF01209.21', 'PF02353.23', 'PF05724.14', 'PF03848.17', 'PF08003.14', 'PF05219.15', 'PF09445.13', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF13738.9', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF03486.17', 'PF13738.9', 'PF07992.17', 'PF03176.18', 'PF00067.25', 'PF01494.22', 'PF13450.9', 'PF00890.27', 'PF07992.17', 'PF00899.24', 'PF01946.20', 'PF13738.9', 'PF03486.17', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF08242.15', 'PF13847.9', 'PF08003.14', 'PF01209.21', 'PF05175.17', 'PF03848.17']	COC12C(=O)N(C)C(=O)C1(OC)C1=C(NC3=C1C=CC(Cl)=C3)C1=C2C2=C(C=C(Cl)C=C2)N1
['PF02397.19', 'PF13727.9', 'PF04101.19']	CC(=O)NC1C(OCC2OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C1O
['PF13434.9', 'PF07992.17', 'PF00551.22', 'PF02911.21', 'PF00148.22', 'PF13439.9', 'PF13579.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF03621.16', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF00425.21', 'PF00501.31', 'PF13193.9']	O=CN(O)CCCC(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1=CC=CC=C1O)C(=O)N1NCCCC1C(=O)NCCC(=O)O
['PF00534.23', 'PF13692.9', 'PF13524.9', 'PF08541.13', 'PF00108.26', 'PF00201.21', 'PF04101.19', 'PF03033.23']	CCCCCCCCCCCC1=CC(O)=C(CCCCCC(Cl)CCCCCC)C(OC2OCC(O)C(O)C2O)=C1
['PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00975.23', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9']	CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
['PF16861.8', 'PF02543.18', 'PF00378.23', 'PF16113.8', 'PF00378.23', 'PF16113.8', 'PF08540.13', 'PF01154.20', 'PF08545.13', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF03060.18', 'PF01648.23', 'PF17837.4', 'PF01370.24', 'PF01073.22', 'PF13460.9', 'PF04321.20', 'PF05368.16', 'PF02719.18', 'PF16363.8', 'PF07993.15', 'PF00698.24', 'PF00698.24', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF02458.18', 'PF01370.24', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00378.23', 'PF00296.23', 'PF13561.9', 'PF00108.26', 'PF08242.15', 'PF16113.8', 'PF01370.24', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF13847.9', 'PF06080.15', 'PF00109.29', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF08242.15', 'PF13489.9', 'PF00108.26', 'PF13193.9', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF00501.31', 'PF00109.29', 'PF00550.28', 'PF00668.23', 'PF02801.25', 'PF16197.8']	CC(C)=CC(=O)NC=CC(C)=CC(C)C1CC(C)=CC=CCCCC(OC(N)=O)C(O)C(O)C=CCCC=CC(=O)O1
['PF08241.15', 'PF13649.9', 'PF02353.23', 'PF13847.9', 'PF01209.21', 'PF13489.9', 'PF08242.15', 'PF08003.14', 'PF01135.22', 'PF05175.17', 'PF07021.15', 'PF00107.29', 'PF05724.14', 'PF05148.18', 'PF06325.16', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF13602.9', 'PF00107.29', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF08240.15', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF16363.8', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF13602.9', 'PF00107.29', 'PF00108.26', 'PF08990.14', 'PF16363.8', 'PF08240.15', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF13602.9', 'PF00106.28', 'PF00108.26', 'PF00107.29', 'PF13561.9', 'PF08990.14', 'PF01370.24', 'PF08240.15', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF13602.9', 'PF00106.28', 'PF00107.29', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF08990.14', 'PF08240.15', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF18369.4', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF00106.28', 'PF00108.26', 'PF16073.8', 'PF13561.9', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF16402.8', 'PF02129.21', 'PF00326.24', 'PF12740.10', 'PF07859.16', 'PF00067.25', 'PF00550.28', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF18369.4', 'PF08990.14', 'PF00106.28', 'PF00698.24', 'PF00108.26', 'PF00890.27', 'PF12831.10', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF13450.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF13561.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF13602.9', 'PF00550.28', 'PF16197.8', 'PF00107.29', 'PF00106.28', 'PF08990.14', 'PF00108.26', 'PF08240.15', 'PF01370.24', 'PF02719.18', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF18369.4', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF16363.8', 'PF02719.18', 'PF08990.14']	COC1CC(CC2CCC(C)C(C(C)C(=O)O)O2)OC2(OC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)CC2C)C1C
['PF00202.24', 'PF02668.19', 'PF00550.28', 'PF00668.23', 'PF03621.16', 'PF01565.26', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00668.23', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF00206.23', 'PF00291.28', 'PF13535.9', 'PF18603.4', 'PF01071.22', 'PF02655.17', 'PF18130.4', 'PF07478.16', 'PF02786.20', 'PF15632.9', 'PF00501.31']	CC(NC(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(N2C=CC(=O)NC2=O)O1)C(C)N(C)C(=O)C(N)CC1=CC=CC(O)=C1
['PF13649.9', 'PF13489.9', 'PF13847.9', 'PF08241.15', 'PF13535.9', 'PF01071.22', 'PF02786.20', 'PF18603.4', 'PF07478.16', 'PF18130.4', 'PF02655.17', 'PF15632.9', 'PF02222.25', 'PF01648.23', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF05724.14', 'PF13489.9', 'PF01209.21', 'PF00891.21', 'PF02353.23', 'PF05175.17', 'PF03848.17', 'PF06325.16', 'PF05148.18', 'PF13679.9', 'PF12689.10', 'PF13419.9', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00550.28', 'PF02737.21', 'PF00725.25', 'PF01266.27', 'PF02826.22', 'PF00070.30', 'PF07992.17', 'PF03446.18', 'PF02558.19', 'PF13478.9', 'PF01262.24', 'PF03721.17', 'PF05175.17', 'PF00109.29', 'PF02801.25', 'PF00698.24', 'PF16197.8', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF02779.27', 'PF02780.23', 'PF17147.7', 'PF00456.24', 'PF13292.9', 'PF00676.23', 'PF09364.13', 'PF02775.24', 'PF01408.25', 'PF02894.20', 'PF03447.19']	NC(N)=NCCCC(N)C(=O)NC(C(=O)O)C1OC(N2C=NC3=CN=C(N)N=C32)C2OCC(O)C2(O)C1O
['PF00107.29', 'PF16884.8', 'PF13602.9', 'PF00501.31', 'PF07993.15', 'PF00550.28', 'PF01370.24', 'PF01073.22', 'PF00067.25', 'PF00067.25']	OC1=CC=C(CC2COC(O)(CC3=CC=C(O)C=C3)CN2)C=C1
['PF00753.30', 'PF12706.10', 'PF19583.2', 'PF00109.29', 'PF16073.8', 'PF00698.24', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF00108.26', 'PF02786.20', 'PF02787.22', 'PF02222.25', 'PF07478.16', 'PF15632.9']	O=C1C2=C(C=C(CO)C(O)=C2O)C(=O)C2=C1C(O)=CC(O)=C2O
['PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00908.20', 'PF01041.20', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF01408.25', 'PF00067.25', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF00501.31', 'PF13193.9', 'PF03621.16', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF00483.26', 'PF12804.10', 'PF00067.25', 'PF13243.9', 'PF00432.24', 'PF13249.9', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF08990.14', 'PF13561.9', 'PF18369.4', 'PF01370.24', 'PF02719.18', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF01370.24', 'PF18369.4', 'PF13561.9', 'PF00108.26', 'PF02719.18', 'PF08990.14', 'PF16363.8', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF14765.9', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF13561.9', 'PF18369.4', 'PF01370.24', 'PF00702.29', 'PF13419.9', 'PF12710.10', 'PF13242.9']	CNC(=O)C(C)C1C(=O)C(=C(O)C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1
['PF07992.17', 'PF01266.27', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF13450.9', 'PF12831.10', 'PF12902.10', 'PF00067.25', 'PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF02737.21', 'PF13738.9', 'PF13419.9', 'PF00702.29', 'PF13242.9']	COC(=O)C1=C(C2=CNC3=CC=C(Cl)C=C23)C(C2=CNC3=CC=C(Cl)C=C23)=CN1C
['PF00067.25', 'PF00067.25', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00107.29', 'PF13602.9', 'PF00108.26', 'PF08545.13']	CC=CC=CC=CC(=O)O
['PF01636.26', 'PF03171.23', 'PF14226.9', 'PF00682.22', 'PF00067.25', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF03171.23', 'PF00067.25', 'PF00501.31', 'PF13193.9', 'PF14226.9', 'PF03171.23']	CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(C)O)NC(=O)C(C(O)C(O)C2=CC=C(O)C=C2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O
['PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF01370.24', 'PF13561.9', 'PF00108.26', 'PF08545.13', 'PF03435.21', 'PF02719.18', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF08659.13', 'PF00108.26', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF08990.14', 'PF00067.25', 'PF02627.23', 'PF00891.21', 'PF16864.8', 'PF08242.15', 'PF13649.9', 'PF08241.15', 'PF05175.17', 'PF13489.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF13602.9', 'PF16197.8', 'PF00107.29', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF08990.14', 'PF08240.15', 'PF02719.18', 'PF00108.26', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF02719.18', 'PF08990.14', 'PF08545.13', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF01370.24', 'PF16363.8', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF11794.11', 'PF07859.16', 'PF20434.1', 'PF00135.31', 'PF00326.24', 'PF12146.11', 'PF12697.10']	CC(=O)C(C)C(O)C(C)C1=C(C=CCO)C=C(C)C=C1
['PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF00108.26', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF08242.15', 'PF13847.9', 'PF01209.21', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF12697.10', 'PF00009.30', 'PF03764.21', 'PF14492.9', 'PF00679.27', 'PF03144.28', 'PF16658.8']	CC=CC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CCC(N)=O)C(=O)OC1C
['PF00551.22', 'PF02911.21', 'PF00148.22', 'PF13439.9', 'PF13434.9', 'PF07992.17', 'PF13738.9', 'PF13454.9', 'PF00425.21', 'PF00501.31', 'PF13193.9', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF08386.13', 'PF03621.16', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00534.23', 'PF13692.9', 'PF13439.9', 'PF13579.9', 'PF13524.9']	O=CN(O)CCCC(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1COC(C2=CC=CC=C2O)=N1)C(=O)NC1CCCN(O)C1=O
['PF13302.10', 'PF00583.28', 'PF13671.9', 'PF01636.26', 'PF00698.24', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF08242.15', 'PF00106.28', 'PF16197.8', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF13561.9', 'PF00108.26', 'PF13847.9', 'PF01209.21', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF16363.8', 'PF01370.24', 'PF00109.29', 'PF02801.25', 'PF16197.8', 'PF08659.13', 'PF14765.9', 'PF00550.28', 'PF00108.26', 'PF00106.28', 'PF13561.9', 'PF00733.24', 'PF13537.9', 'PF13522.9', 'PF12481.11', 'PF02540.20', 'PF00550.28', 'PF02668.19']	COC(=O)C(C)=CC(C)C(=O)CC(O)CC1CC(=O)NC(=O)C1
['PF02798.23', 'PF13417.9', 'PF13409.9', 'PF00043.28', 'PF14497.9', 'PF13410.9', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF13602.9', 'PF00107.29', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF08240.15', 'PF00108.26', 'PF00891.21', 'PF16864.8', 'PF00109.29', 'PF16073.8', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF00975.23', 'PF00550.28', 'PF16197.8', 'PF00082.25']	COC1=C2C(=O)OC(C)CCCCCCCC2=CC(O)=C1
['PF00698.24', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF00550.28', 'PF13602.9', 'PF16197.8', 'PF00107.29', 'PF00106.28', 'PF16363.8', 'PF00108.26', 'PF08240.15', 'PF01370.24', 'PF13561.9', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF00975.23', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF08990.14', 'PF01370.24', 'PF02719.18', 'PF12697.10', 'PF00108.26', 'PF16363.8']	CCC1C=C(C(=O)O)C2CCC(=O)C2C1
['PF01565.26', 'PF08031.15', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF07366.15', 'PF12680.10', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF00070.30', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF05834.15', 'PF01494.22', 'PF00891.21', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF00733.24', 'PF13537.9', 'PF13522.9', 'PF04673.15', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF10501.12', 'PF13561.9', 'PF00106.28', 'PF03364.23', 'PF08659.13', 'PF10604.12', 'PF01370.24', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF00067.25']	COC(=O)C1=CC2=CC(CCC3=CC4=C(O3)C(=O)C3=C(O)C(OC)=CC(OC)=C3C4=O)=C(O)C(O)=C2C(=O)O1
['PF00348.20', 'PF00348.20', 'PF00067.25', 'PF07593.15', 'PF00067.25', 'PF11991.11']	CC(C)(O)C1OC2CCC3(C)C(CCC4CC5=C(NC6=CC=CC=C56)C43C)C2=CC1=O
['PF00109.29', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF14765.9', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF13847.9', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF08242.15', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF00891.21', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF14765.9', 'PF08242.15', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF13649.9', 'PF13847.9', 'PF08241.15', 'PF13489.9', 'PF00108.26', 'PF00107.29', 'PF13602.9', 'PF16363.8', 'PF01073.22', 'PF10294.12', 'PF08240.15', 'PF00109.29', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF02353.23', 'PF08242.15', 'PF13847.9', 'PF13649.9', 'PF13489.9', 'PF00891.21', 'PF08241.15', 'PF05175.17', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00975.23', 'PF00108.26', 'PF08242.15', 'PF16363.8', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF00698.24']	COC1CC(C)OC(CCC(C)C(O)C(C)C2OC(=O)C=CC(C)=CCC(O)CC3C=CCC(CC(OC)C(C)C(O)CC(O)C(C)C(C(C)C(O)C(C)CCC4CC(OC)CC(C)O4)OC(=O)C=CC(C)=CCC(O)CC4C=CCC(CC(OC)C(C)C(O)CC(O)C2C)O4)O3)C1
['PF00975.23', 'PF12697.10', 'PF00483.26', 'PF12804.10', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF00070.30', 'PF12831.10', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF01946.20', 'PF02737.21', 'PF01262.24', 'PF00501.31', 'PF13193.9', 'PF10604.12', 'PF03364.23', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01494.22', 'PF00890.27', 'PF01266.27', 'PF12831.10', 'PF05834.15', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF00070.30', 'PF01946.20', 'PF01134.25', 'PF08491.13', 'PF13738.9', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF01408.25', 'PF00248.24', 'PF06722.15', 'PF06722.15', 'PF13579.9', 'PF00891.21', 'PF13649.9', 'PF16864.8', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF05175.17', 'PF13489.9', 'PF00891.21', 'PF16864.8', 'PF13489.9', 'PF08241.15', 'PF06722.15', 'PF00201.21', 'PF03033.23', 'PF06722.15', 'PF00201.21', 'PF13439.9', 'PF13579.9', 'PF04101.19', 'PF01494.22']	COC(C(=O)C(O)C(C)O)C1CC2=C(C(=O)C1OC1CC(OC3CC(OC4CC(C)(O)C(O)C(C)O4)C(O)C(C)O3)C(O)C(C)O1)C(O)=C1C(O)=C(C)C(OC3CC(OC4CC(O)C(O)C(C)O4)C(O)C(C)O3)=CC1=C2
['PF13523.9', 'PF13434.9', 'PF13454.9', 'PF07992.17', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF00975.23', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF02668.19', 'PF01648.23', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF03621.16']	CC1CC(=O)NC(CCCN(O)C=O)C(O)C(C)C(=O)NC(C(C)O)C(=O)NC(CCCN)C(=O)NC(CO)C(=O)NC(C(O)C(=O)O)C(=O)O1
['PF00378.23', 'PF16113.8', 'PF02801.25', 'PF00109.29', 'PF16197.8', 'PF00550.28', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF13489.9', 'PF08242.15', 'PF02353.23', 'PF05175.17', 'PF01209.21', 'PF03141.19', 'PF05219.15', 'PF07021.15', 'PF08540.13', 'PF01154.20', 'PF00195.22', 'PF08545.13', 'PF12697.10', 'PF00561.23', 'PF12146.11']	C=C1CC(OC)(C(O)C(=O)NC(OC)C2CC(O)C(C)(C)C(CC(COC)OC)O2)OC(C)C1C
['PF11468.11', 'PF00348.20', 'PF02668.19', 'PF08943.13', 'PF11468.11', 'PF13292.9', 'PF02779.27', 'PF02780.23', 'PF02775.24', 'PF00456.24', 'PF00676.23', 'PF00425.21', 'PF00117.31', 'PF07722.16', 'PF04715.16', 'PF00291.28', 'PF00300.25']	CNC12C3OC3C(C)(C)C3=C4C5=C(C=CC=C5N3)C(C)(C)C(CCC1(C)C=C)C42O
['PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF08242.15', 'PF13489.9', 'PF16197.8', 'PF13649.9', 'PF13847.9', 'PF00106.28', 'PF08241.15', 'PF00550.28', 'PF05401.14', 'PF13561.9', 'PF10294.12', 'PF08240.15']	CC(=CC(=O)O)C1=CC=C(C)C(=O)O1
['PF13471.9', 'PF05402.15', 'PF00733.24', 'PF13419.9', 'PF00702.29', 'PF12710.10', 'PF13242.9', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF03435.21', 'PF16363.8', 'PF13460.9']	CCC(C)C1NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)CC(C(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N2CCCC2C(=O)NCC(=O)NC(CC2=CNC3=CC=CC=C23)C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC1=O
['PF00067.25']	CC(C)CC1=C(O)N(O)C(CC(C)C)C(O)N1O
['PF00698.24', 'PF00109.29', 'PF02801.25', 'PF08540.13', 'PF01154.20', 'PF00195.22', 'PF12108.11', 'PF08545.13']	CCC(C)C(=O)OC1CC2CC(O)CC(=O)OC(C(C)O)CC3CC(=CC(=O)OC)CC(O)(O3)C(C)(C)C=CC3CC(=CC(=O)OC)CC(CC(O)(O2)C1(C)C)O3
['PF07992.17', 'PF01266.27', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF13450.9', 'PF12831.10', 'PF12902.10', 'PF00067.25', 'PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF02737.21', 'PF13738.9', 'PF13419.9', 'PF00702.29', 'PF13242.9']	COC(=O)C1=C2C(=CN1)C1=C(NC3=CC=C(Cl)C=C13)C21CN(C)C2=CC=C(Cl)C=C21
['PF01565.26', 'PF03572.21', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF00975.23', 'PF13193.9', 'PF14226.9', 'PF03171.23']	CC1(C)SC2C(NC(=O)CCCC(N)C(=O)O)C(=O)N2C1C(=O)O
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF00067.25', 'PF09815.12', 'PF00891.21', 'PF13649.9', 'PF08242.15', 'PF13847.9', 'PF11991.11', 'PF15784.8', 'PF00067.25', 'PF05721.16', 'PF00067.25', 'PF11991.11']	CC(C)=CC1C2=C(CC3C(=O)N4CCCC4C(=O)N31)C1=CC=CC=C1N2
